Order_ID,Date,Product_Line,Channel,Region,Units_Sold,Unit_Price,Total_Revenue,Profit
1058,2024-08-10,Fashion,Mobile App,South,306,29007,8876142,1355243.78
1059,2025-02-25,Toys,Mobile App,North,112,8930,1000160,231226.11
1060,2024-09-23,Electronics,Retail,North,69,40309,2781321,654185.73
1061,2024-06-26,Groceries,Retail,East,372,40786,15172392,2171513.08
1062,2024-03-15,Furniture,Mobile App,East,455,17912,8149960,438272.37
1063,2025-04-18,Groceries,Online,West,135,24610,3322350,332131.64
1064,2025-05-03,Sports,Retail,East,239,12418,2967902,623189.45
1065,2024-05-12,Groceries,Online,Central,185,28254,5226990,1265908.54
1066,2024-01-27,Groceries,Mobile App,North,204,4828,984912,129670.28
1067,2025-07-12,Beauty,Mobile App,South,44,25332,1114608,271637.82
1068,2024-04-11,Electronics,Retail,West,373,30800,11488400,1663058.12
1069,2024-07-14,Electronics,Mobile App,North,314,4702,1476428,275881.15
1070,2024-05-14,Fashion,Online,South,128,37500,4800000,601379.54
1071,2024-11-25,Toys,Mobile App,North,342,17620,6026040,646344.83
1072,2024-03-03,Fashion,Online,West,425,2790,1185750,205333.27
1073,2025-04-02,Toys,Online,Central,447,36725,16416075,1750048.05
1074,2025-02-24,Toys,Mobile App,West,26,1909,49634,10715.42
1075,2024-08-21,Toys,Retail,West,379,3463,1312477,102384.99
1076,2024-12-24,Toys,Retail,East,454,23232,10547328,1818068.52
1077,2024-05-20,Fashion,Retail,South,382,20257,7738174,1842022.48
1078,2024-03-27,Sports,Online,West,391,35597,13918427,2845375.75
1079,2024-10-27,Electronics,Online,West,126,41834,5271084,464207.75
1080,2024-01-04,Electronics,Retail,East,164,30393,4984452,907203.88
1081,2025-07-08,Toys,Online,West,41,17019,697779,84110.26
1082,2024-03-18,Fashion,Retail,Central,339,15534,5266026,1106804.53
1083,2024-10-17,Fashion,Mobile App,East,329,27220,8955380,1527722.13
1084,2024-12-19,Groceries,Retail,North,113,5841,660033,164432.05
1085,2024-07-27,Electronics,Mobile App,North,454,1438,652852,161819.23
1086,2024-05-13,Groceries,Online,North,271,46205,12521555,1983353.75
1087,2025-03-15,Furniture,Mobile App,West,76,12261,931836,86752.33
1088,2025-05-09,Toys,Mobile App,West,262,11569,3031078,299605.78
1089,2025-04-02,Fashion,Mobile App,West,261,46792,12212712,3030754.74
1090,2025-01-22,Groceries,Retail,North,458,9303,4260774,362925.1
1091,2024-06-21,Toys,Retail,East,177,24312,4303224,485906.79
1092,2024-05-08,Furniture,Retail,Central,135,21781,2940435,622445.31
1093,2025-06-15,Sports,Retail,South,432,40260,17392320,3531926.06
1094,2025-08-15,Fashion,Retail,West,483,44348,21420084,3197353.56
1095,2025-05-26,Electronics,Retail,East,167,32161,5370887,541021.72
1096,2024-07-29,Sports,Mobile App,East,54,34112,1842048,416399.49
1097,2025-06-15,Fashion,Online,West,214,7316,1565624,320957.34
1098,2025-07-25,Sports,Retail,West,436,12308,5366288,708107.21
1099,2024-12-03,Groceries,Mobile App,East,305,6540,1994700,389712.82
1100,2024-08-14,Toys,Online,South,73,49456,3610288,186896.59
1101,2024-10-09,Furniture,Online,Central,84,3760,315840,19467.92
1102,2024-05-12,Fashion,Mobile App,East,121,47137,5703577,767217.36
1103,2024-02-24,Furniture,Online,South,87,5162,449094,30927.83
1104,2024-07-21,Sports,Mobile App,Central,389,29890,11627210,1691670.22
1105,2025-07-27,Electronics,Retail,West,103,1919,197657,38663.37
1106,2025-06-21,Toys,Mobile App,East,93,33083,3076719,339347.56
1107,2025-07-04,Beauty,Online,East,283,21824,6176192,1509923.3
1108,2024-01-07,Beauty,Mobile App,North,26,38072,989872,143130.5
1109,2025-03-04,Fashion,Online,East,376,48872,18375872,1857599.99
1110,2025-07-25,Electronics,Retail,East,123,8221,1011183,150406.11
1111,2025-06-05,Beauty,Online,North,470,48673,22876310,1356049.11
1112,2025-03-17,Furniture,Online,Central,101,32132,3245332,561491.68
1113,2025-06-24,Sports,Retail,South,484,24777,11992068,1990336.33
1114,2024-03-02,Groceries,Mobile App,West,370,34220,12661400,2602124.61
1115,2024-04-28,Sports,Online,Central,191,14174,2707234,158208.88
1116,2024-02-12,Furniture,Retail,East,439,21457,9419623,904068.36
1117,2025-06-13,Sports,Retail,South,419,47813,20033647,4844149.42
1118,2024-01-31,Furniture,Online,East,59,21841,1288619,105517.31
1119,2025-01-22,Toys,Mobile App,East,80,47376,3790080,346167.98
1120,2024-10-17,Toys,Retail,North,498,31870,15871260,1074144.94
1121,2024-12-01,Groceries,Retail,East,74,32633,2414842,297542.32
1122,2024-03-19,Sports,Mobile App,East,179,40614,7269906,628210.74
1123,2025-08-07,Sports,Online,South,19,46544,884336,60293.38
1124,2024-10-19,Groceries,Mobile App,Central,320,47036,15051520,2628375.77
1125,2024-05-03,Fashion,Online,West,70,20296,1420720,256868.26
1126,2025-02-11,Beauty,Online,South,122,49531,6042782,759204.14
1127,2024-04-18,Groceries,Retail,Central,318,45463,14457234,3037140.73
1128,2024-04-20,Furniture,Mobile App,Central,82,22926,1879932,116436.17
1129,2024-05-21,Sports,Mobile App,West,72,15261,1098792,97205.35
1130,2025-05-25,Toys,Retail,South,463,35471,16423073,3185874.54
1131,2024-11-23,Fashion,Mobile App,Central,111,35983,3994113,250516.39
1132,2025-05-24,Furniture,Mobile App,East,160,43317,6930720,1630456.47
1133,2025-07-12,Toys,Retail,Central,125,25499,3187375,779432.79
1134,2025-08-01,Toys,Retail,East,396,36508,14457168,3566292.89
1135,2024-08-12,Beauty,Mobile App,West,242,21231,5137902,471894.04
1136,2024-11-07,Furniture,Online,Central,360,28903,10405080,2326831.68
1137,2025-02-25,Beauty,Retail,South,471,1676,789396,155779.9
1138,2024-12-03,Fashion,Mobile App,East,44,42919,1888436,385474.04
1139,2025-06-07,Sports,Retail,Central,252,28496,7180992,1598733.05
1140,2024-08-14,Furniture,Retail,West,445,32512,14467840,1995162.22
1141,2024-02-29,Toys,Online,Central,244,38006,9273464,727717.86
1142,2025-07-03,Sports,Mobile App,South,298,7653,2280594,293573.17
1143,2025-04-29,Furniture,Online,West,306,38545,11794770,2450085.59
1144,2024-05-06,Fashion,Retail,Central,20,2987,59740,11131.68
1145,2025-02-25,Toys,Online,North,301,19467,5859567,427587.83
1146,2024-09-01,Fashion,Online,East,340,33126,11262840,760303.99
1147,2025-07-03,Furniture,Retail,North,34,38720,1316480,159555.28
1148,2024-02-29,Sports,Mobile App,East,179,22904,4099816,770545.55
1149,2025-08-11,Fashion,Online,North,344,11513,3960472,198867.99
1150,2024-11-03,Beauty,Online,West,122,38564,4704808,1006607.8
1151,2025-07-15,Beauty,Retail,East,27,20658,557766,122160.8
1152,2024-01-17,Sports,Retail,Central,270,1319,356130,36870.33
1153,2024-05-07,Furniture,Online,West,415,33827,14038205,1123691.78
1154,2024-06-03,Fashion,Retail,Central,40,14815,592600,90290.44
1155,2024-01-01,Beauty,Mobile App,West,274,46151,12645374,2871745.49
1156,2024-06-05,Beauty,Mobile App,East,171,8370,1431270,129619.62
1157,2025-02-02,Sports,Retail,South,162,48370,7835940,1812684.83
1158,2024-02-07,Beauty,Online,West,44,10957,482108,93305.6
1159,2025-05-13,Sports,Retail,West,258,40514,10452612,1336453.37
1160,2024-08-19,Sports,Mobile App,South,214,8153,1744742,375181.19
1161,2024-10-03,Electronics,Online,South,371,44033,16336243,1582033.57
1162,2024-05-18,Beauty,Mobile App,West,304,22777,6924208,1155014.47
1163,2025-02-14,Beauty,Retail,East,48,6647,319056,62207.82
1164,2025-03-23,Sports,Online,South,99,23499,2326401,573519.45
1165,2024-01-22,Fashion,Online,West,306,23368,7150608,507090.57
1166,2025-07-28,Beauty,Retail,East,419,46592,19522048,1746924.47
1167,2024-01-23,Fashion,Online,East,80,22039,1763120,369531.65
1168,2024-11-13,Toys,Mobile App,Central,144,16495,2375280,253371.72
1169,2024-06-12,Groceries,Retail,Central,310,23564,7304840,1148041.93
1170,2024-08-07,Electronics,Retail,West,405,39171,15864255,1937814.1
1171,2024-08-26,Beauty,Retail,Central,257,106,27242,1508.96
1172,2025-01-11,Beauty,Online,Central,244,7187,1753628,255151.8
1173,2025-07-23,Beauty,Online,South,384,40941,15721344,2877234.39
1174,2024-05-19,Fashion,Retail,South,384,40140,15413760,1085878.45
1175,2024-09-17,Electronics,Online,Central,38,25420,965960,75756.57
1176,2024-05-25,Groceries,Online,East,206,32609,6717454,1160265.9
1177,2025-07-19,Fashion,Online,West,380,38537,14644060,3089652.48
1178,2024-06-12,Electronics,Online,East,387,31996,12382452,2635571.21
1179,2024-07-11,Beauty,Mobile App,West,437,28167,12308979,2742479.15
1180,2025-06-27,Beauty,Online,East,432,49582,21419424,1387599.27
1181,2024-12-21,Furniture,Mobile App,West,61,41891,2555351,279417.3
1182,2024-11-21,Electronics,Mobile App,Central,302,2440,736880,56414.37
1183,2024-05-18,Furniture,Mobile App,West,189,1915,361935,56216.08
1184,2024-05-19,Sports,Online,West,30,29003,870090,157208.95
1185,2024-04-16,Toys,Retail,West,409,42029,17189861,2708707.91
1186,2025-02-07,Toys,Mobile App,South,155,15557,2411335,443039.7
1187,2024-02-26,Toys,Mobile App,Central,280,33370,9343600,1225738.19
1188,2024-09-15,Fashion,Retail,West,367,12883,4728061,866667.21
1189,2024-11-05,Beauty,Mobile App,East,6,9479,56874,12047.04
1190,2025-03-13,Toys,Online,South,475,42399,20139525,1155171.4
1191,2024-10-16,Fashion,Online,Central,136,27775,3777400,595857.27
1192,2025-03-26,Fashion,Mobile App,North,327,30294,9906138,1673711.98
1193,2024-11-24,Toys,Mobile App,South,308,26990,8312920,1099114.06
1194,2025-08-07,Furniture,Online,West,178,796,141688,33547.36
1195,2025-01-18,Groceries,Mobile App,East,430,21607,9291010,2172838.53
1196,2024-04-26,Fashion,Retail,Central,253,10002,2530506,630713.48
1197,2025-07-11,Fashion,Online,South,10,17280,172800,26322.07
1198,2025-07-30,Furniture,Online,South,270,33658,9087660,767607.12
1199,2024-03-30,Sports,Retail,East,482,33030,15920460,3601874.97
1200,2025-08-10,Furniture,Retail,West,227,19111,4338197,878038.6
1201,2024-01-17,Furniture,Retail,North,149,29302,4365998,749633.99
1202,2024-05-11,Furniture,Mobile App,North,266,7412,1971592,125157.76
1203,2025-06-09,Beauty,Online,East,374,20450,7648300,1008362.99
1204,2025-08-11,Sports,Retail,North,180,34539,6217020,1170097.75
1205,2025-06-20,Groceries,Retail,Central,414,24811,10271754,1021545.53
1206,2025-02-10,Electronics,Mobile App,Central,266,5269,1401554,192150.63
1207,2025-01-17,Furniture,Online,East,447,32556,14552532,1378017.7
1208,2025-04-16,Sports,Online,East,40,47899,1915960,296868.65
1209,2024-07-18,Toys,Mobile App,Central,5,28148,140740,14397.45
1210,2025-04-06,Beauty,Online,West,201,3815,766815,178418.36
1211,2024-09-15,Sports,Retail,East,72,44360,3193920,246142.88
1212,2025-05-05,Beauty,Online,East,16,38083,609328,91128.98
1213,2024-07-11,Sports,Retail,East,465,37960,17651400,4145383.36
1214,2025-06-29,Electronics,Mobile App,North,154,23056,3550624,222400.88
1215,2024-04-09,Toys,Online,East,30,35655,1069650,262570.46
1216,2025-03-02,Toys,Online,West,45,22233,1000485,177468.98
1217,2024-07-25,Fashion,Mobile App,North,297,40973,12168981,968442.51
1218,2025-07-12,Sports,Retail,Central,173,14260,2466980,132123.56
1219,2025-02-01,Fashion,Online,South,404,4809,1942836,100612.75
1220,2024-02-10,Electronics,Online,Central,332,7145,2372140,368088.67
1221,2024-03-25,Fashion,Retail,Central,224,20568,4607232,277983.83
1222,2024-09-08,Sports,Mobile App,East,51,9361,477411,55806.56
1223,2025-04-06,Toys,Mobile App,East,428,12516,5356848,604223.86
1224,2024-08-01,Beauty,Retail,West,19,16953,322107,78714.09
1225,2024-05-24,Beauty,Mobile App,East,192,17793,3416256,802107.19
1226,2025-01-16,Furniture,Retail,North,419,35903,15043357,1536523.0
1227,2024-02-24,Groceries,Online,East,114,1647,187758,33145.25
1228,2024-02-21,Electronics,Retail,East,170,45770,7780900,1460043.11
1229,2024-01-22,Electronics,Retail,South,37,48569,1797053,293731.23
1230,2025-07-17,Furniture,Online,West,14,37546,525644,127249.0
1231,2024-11-05,Fashion,Online,Central,440,15152,6666880,366036.99
1232,2024-04-23,Fashion,Mobile App,West,22,32496,714912,164290.65
1233,2024-04-02,Sports,Retail,East,251,33178,8327678,732144.11
1234,2024-08-22,Sports,Online,Central,428,44264,18944992,3493204.7
1235,2024-01-26,Electronics,Online,North,443,35299,15637457,1107030.96
1236,2025-07-26,Sports,Mobile App,South,447,1716,767052,69285.82
1237,2025-05-16,Sports,Mobile App,East,476,4200,1999200,431475.81
1238,2025-04-13,Toys,Retail,Central,11,11069,121759,6836.07
1239,2024-06-16,Fashion,Mobile App,Central,435,47938,20853030,2869197.28
1240,2024-07-01,Furniture,Online,North,92,2818,259256,48357.8
1241,2025-06-14,Sports,Retail,Central,64,24968,1597952,391339.58
1242,2025-03-28,Toys,Online,South,315,18848,5937120,1144472.52
1243,2025-02-26,Toys,Retail,South,359,21399,7682241,1011295.99
1244,2024-10-28,Groceries,Retail,Central,124,43730,5422520,1309645.2
1245,2024-04-25,Furniture,Retail,West,482,3036,1463352,157315.47
1246,2025-06-27,Toys,Retail,South,75,5155,386625,94731.31
1247,2025-03-19,Beauty,Online,North,383,15131,5795173,415258.76
1248,2025-01-10,Fashion,Mobile App,West,484,40055,19386620,1595528.76
1249,2024-03-11,Fashion,Mobile App,Central,361,4326,1561686,329877.6
1250,2024-04-15,Electronics,Retail,East,451,29146,13144846,1448398.11
1251,2024-09-10,Beauty,Retail,West,120,43278,5193360,1122439.81
1252,2024-09-19,Toys,Online,North,147,25918,3809946,570421.82
1253,2024-11-24,Furniture,Mobile App,North,6,11588,69528,5248.43
1254,2024-02-03,Fashion,Mobile App,Central,414,44164,18283896,2446958.65
1255,2024-07-20,Beauty,Retail,North,33,8454,278982,20845.54
1256,2024-06-14,Furniture,Retail,West,342,12251,4189842,353310.83
1257,2025-04-03,Furniture,Mobile App,Central,50,42042,2102100,488558.81
1258,2025-04-11,Beauty,Online,North,398,46674,18576252,4630834.02
1259,2024-05-30,Sports,Mobile App,Central,167,23882,3988294,761968.61
1260,2024-12-02,Fashion,Mobile App,Central,31,31912,989272,211971.79
1261,2024-03-03,Furniture,Online,West,355,6878,2441690,381501.86
1262,2024-05-22,Groceries,Retail,Central,43,36742,1579906,227985.22
1263,2024-08-05,Groceries,Mobile App,South,345,7642,2636490,224906.71
1264,2025-03-27,Groceries,Retail,West,197,3589,707033,112197.81
1265,2024-05-10,Fashion,Online,East,101,11930,1204930,235518.3
1266,2025-05-17,Beauty,Retail,West,443,11157,4942551,385836.33
1267,2024-09-25,Fashion,Mobile App,East,215,16085,3458275,210374.51
1268,2024-11-16,Electronics,Online,South,358,43362,15523596,2792612.0
1269,2024-11-08,Electronics,Retail,North,361,16276,5875636,564695.39
1270,2025-03-15,Beauty,Retail,West,304,11804,3588416,256599.37
1271,2024-08-24,Toys,Online,North,425,13805,5867125,1343855.78
1272,2025-02-12,Sports,Retail,West,499,48941,24421559,1819044.54
1273,2025-03-01,Toys,Online,East,113,23506,2656178,313895.52
1274,2024-02-06,Groceries,Mobile App,West,50,16916,845800,124371.15
1275,2024-02-20,Furniture,Mobile App,East,190,25151,4778690,295381.01
1276,2024-01-27,Groceries,Online,North,475,18051,8574225,522154.88
1277,2025-01-14,Furniture,Retail,East,191,14149,2702459,215496.79
1278,2024-04-30,Groceries,Retail,North,478,12677,6059606,1333726.31
1279,2024-11-01,Fashion,Online,South,241,560,134960,20803.1
1280,2025-01-04,Sports,Mobile App,Central,365,11894,4341310,766027.33
1281,2025-01-06,Toys,Retail,East,293,34756,10183508,990123.76
1282,2025-02-12,Sports,Mobile App,South,104,49527,5150808,866048.39
1283,2024-07-09,Electronics,Retail,West,265,45942,12174630,964814.92
1284,2024-01-15,Toys,Retail,East,69,33738,2327922,521168.47
1285,2025-05-26,Sports,Online,North,416,18136,7544576,878541.73
1286,2024-11-28,Groceries,Mobile App,East,457,47339,21633923,4238934.47
1287,2024-02-03,Furniture,Retail,Central,304,39351,11962704,937496.55
1288,2024-08-12,Furniture,Retail,South,209,38246,7993414,1901357.2
1289,2024-01-10,Sports,Retail,North,380,30348,11532240,816360.65
1290,2025-01-25,Toys,Online,East,356,17086,6082616,809006.57
1291,2025-01-25,Sports,Online,North,463,24042,11131446,2127247.02
1292,2025-08-18,Electronics,Online,North,153,40470,6191910,1456359.49
1293,2025-03-08,Beauty,Online,South,247,36479,9010313,1093276.79
1294,2024-12-05,Fashion,Mobile App,North,69,809,55821,10160.91
1295,2025-05-11,Furniture,Mobile App,South,321,28931,9286851,1872297.97
1296,2025-07-18,Toys,Mobile App,South,475,10157,4824575,868573.69
1297,2024-08-20,Fashion,Online,Central,194,48512,9411328,1936046.54
1298,2024-07-24,Toys,Online,Central,407,47490,19328430,4410737.26
1299,2024-06-24,Electronics,Online,West,148,40664,6018272,476525.64
1300,2024-03-25,Beauty,Online,West,253,45339,11470767,2803804.59
1301,2024-01-11,Toys,Mobile App,West,228,36940,8422320,1389433.58
1302,2024-04-20,Beauty,Retail,East,414,46994,19455516,3104491.37
1303,2025-06-28,Electronics,Mobile App,East,188,2909,546892,112333.23
1304,2025-05-09,Toys,Online,Central,44,24483,1077252,123838.16
1305,2024-02-27,Fashion,Online,Central,19,13510,256690,16337.79
1306,2024-11-04,Sports,Retail,Central,190,4482,851580,129268.59
1307,2024-06-26,Beauty,Mobile App,North,56,14409,806904,103052.03
1308,2024-11-28,Groceries,Retail,East,448,2319,1038912,222923.87
1309,2025-01-03,Furniture,Retail,South,32,10869,347808,18364.27
1310,2024-08-22,Fashion,Retail,South,157,23670,3716190,248462.87
1311,2024-02-11,Electronics,Mobile App,North,197,38083,7502351,714267.18
1312,2024-12-15,Groceries,Online,North,311,15773,4905403,821548.31
1313,2024-04-13,Sports,Mobile App,East,401,28090,11264090,1640796.51
1314,2024-10-29,Beauty,Mobile App,Central,239,47034,11241126,2094713.24
1315,2024-07-16,Beauty,Online,Central,228,15998,3647544,666426.91
1316,2024-05-27,Electronics,Online,North,312,44458,13870896,2467167.37
1317,2025-01-01,Sports,Mobile App,Central,35,30261,1059135,85284.35
1318,2024-10-14,Sports,Retail,North,188,6098,1146424,87818.01
1319,2024-08-28,Electronics,Retail,East,31,27696,858576,141386.83
1320,2025-03-23,Groceries,Online,South,10,22349,223490,14498.14
1321,2024-07-23,Furniture,Retail,North,411,5371,2207481,155465.98
1322,2024-06-02,Groceries,Retail,Central,53,26179,1387487,303008.98
1323,2025-04-02,Electronics,Retail,West,361,47328,17085408,4251946.44
1324,2025-02-25,Electronics,Mobile App,South,285,43336,12350760,2498103.41
1325,2025-05-18,Sports,Mobile App,Central,218,39595,8631710,520836.95
1326,2025-04-05,Groceries,Retail,East,440,15877,6985880,698568.05
1327,2024-07-28,Groceries,Retail,North,165,14171,2338215,522373.94
1328,2024-07-11,Electronics,Online,Central,77,28828,2219756,364545.81
1329,2024-02-03,Electronics,Mobile App,East,292,6456,1885152,294340.2
1330,2024-05-19,Toys,Retail,South,212,17940,3803280,232285.95
1331,2024-05-22,Electronics,Retail,South,246,15936,3920256,940802.78
1332,2025-03-19,Sports,Online,Central,199,2212,440188,96540.75
1333,2024-05-04,Groceries,Retail,Central,169,29486,4983134,1032208.16
1334,2024-04-08,Furniture,Online,South,431,12023,5181913,1076045.93
1335,2025-04-30,Sports,Online,South,451,42745,19277995,4189573.23
1336,2025-08-04,Toys,Online,Central,187,8812,1647844,378800.69
1337,2025-01-10,Electronics,Online,South,291,9048,2632968,242172.43
1338,2025-06-14,Electronics,Retail,East,204,29578,6033912,1153268.95
1339,2024-11-21,Fashion,Online,West,438,19215,8416170,1612201.14
1340,2024-04-11,Fashion,Retail,East,16,37282,596512,43123.08
1341,2024-12-17,Furniture,Retail,West,498,45425,22621650,5456379.2
1342,2024-05-04,Furniture,Online,West,313,7661,2397893,360018.14
1343,2024-10-14,Fashion,Mobile App,Central,135,32332,4364820,907132.49
1344,2025-01-27,Electronics,Mobile App,East,319,48317,15413123,3529845.7
1345,2024-12-13,Beauty,Retail,East,476,12621,6007596,394874.24
1346,2024-01-28,Toys,Mobile App,Central,327,36330,11879910,2184324.28
1347,2025-05-23,Sports,Online,West,266,39343,10465238,2480455.1
1348,2024-01-25,Sports,Mobile App,Central,55,24226,1332430,289620.42
1349,2025-06-01,Fashion,Retail,West,260,42471,11042460,2539324.33
1350,2024-03-10,Beauty,Online,East,58,4970,288260,15423.31
1351,2025-05-29,Electronics,Retail,West,178,4760,847280,114842.98
1352,2024-05-10,Toys,Online,East,484,9774,4730616,1111364.92
1353,2024-01-12,Furniture,Retail,West,454,1396,633784,120932.3
1354,2024-12-24,Electronics,Retail,East,158,20523,3242634,680438.77
1355,2024-05-20,Sports,Retail,West,409,4472,1829048,383688.09
1356,2024-02-12,Sports,Mobile App,East,352,25301,8905952,1607667.78
1357,2025-03-22,Toys,Retail,East,459,9748,4474332,242644.93
1358,2024-05-28,Beauty,Retail,South,214,20510,4389140,448712.56
1359,2025-08-18,Furniture,Retail,North,130,2329,302770,49635.43
1360,2024-03-23,Toys,Mobile App,West,424,30822,13068528,1867977.65
1361,2024-12-30,Groceries,Online,North,149,21830,3252670,622300.46
1362,2024-04-26,Electronics,Mobile App,South,141,35515,5007615,1125847.77
1363,2025-01-24,Groceries,Retail,North,247,46227,11418069,2077358.04
1364,2024-03-24,Fashion,Retail,East,36,180,6480,1334.7
1365,2024-01-19,Beauty,Retail,Central,220,31109,6843980,932718.96
1366,2024-01-19,Furniture,Mobile App,West,313,10768,3370384,209947.79
1367,2025-05-29,Beauty,Retail,East,327,26201,8567727,1661496.16
1368,2025-04-01,Furniture,Mobile App,West,118,18214,2149252,504271.08
1369,2025-02-15,Toys,Mobile App,Central,318,43879,13953522,3232214.05
1370,2024-11-13,Furniture,Online,Central,169,28720,4853680,648938.52
1371,2024-11-30,Furniture,Online,West,220,1466,322520,66766.26
1372,2024-08-17,Furniture,Retail,East,49,28174,1380526,107547.17
1373,2025-02-20,Fashion,Retail,South,184,31479,5792136,639969.35
1374,2025-08-05,Furniture,Online,Central,253,37395,9460935,1980062.75
1375,2025-01-29,Groceries,Online,South,276,9063,2501388,415396.67
1376,2024-03-22,Fashion,Mobile App,North,41,47925,1964925,170439.54
1377,2025-03-22,Fashion,Online,Central,212,25904,5491648,547578.06
1378,2025-04-09,Groceries,Mobile App,Central,391,36590,14306690,2629359.32
1379,2025-01-27,Fashion,Retail,East,426,1031,439206,102328.35
1380,2024-12-13,Sports,Retail,East,177,21272,3765144,631099.86
1381,2025-03-05,Fashion,Retail,West,336,8861,2977296,553322.36
1382,2025-05-21,Furniture,Retail,Central,225,47043,10584675,751445.51
1383,2024-09-23,Furniture,Online,North,330,36611,12081630,2327955.35
1384,2024-06-18,Electronics,Mobile App,South,39,36577,1426503,339578.0
1385,2025-08-15,Toys,Online,Central,9,16853,151677,25152.2
1386,2024-10-12,Beauty,Retail,East,338,41889,14158482,2715640.52
1387,2024-01-16,Furniture,Retail,East,228,11247,2564316,408794.99
1388,2025-03-31,Sports,Online,North,189,14031,2651859,219302.36
1389,2025-04-14,Furniture,Online,Central,496,1330,659680,39308.3
1390,2024-12-22,Fashion,Online,North,293,32213,9438409,473464.11
1391,2024-12-20,Electronics,Mobile App,Central,242,19531,4726502,836603.19
1392,2025-01-06,Fashion,Retail,Central,396,25632,10150272,2072245.36
1393,2025-03-24,Groceries,Retail,West,39,39068,1523652,105723.13
